Datetime,Username,Text,Clean_Text,Preprocess_Text
2022-06-19 15:50:54+00:00,tjsdkrltxk,waduhhh besok senin ngampus nih nebeng gue dong bang wkwk https://t.co/p2NdiW6FIf,waduhhh besok senin ngampus nih nebeng gue dong bang wkwk,"['waduhhh', 'besok', 'senin', 'pergi ke kampus', 'nebeng', 'bang', 'wkwk']"
2022-06-19 15:50:50+00:00,nuytarigan,@ISanthika Mana besok Senin.....,mana besok senin,"['besok', 'senin']"
2022-06-19 15:50:48+00:00,FendhiPramuda,Turu. Sesuk Senin soale,turu sesuk senin soale,"['turu', 'sesuk', 'senin', 'soale']"
2022-06-19 15:50:48+00:00,Jiyorin_,"Malam senin indah bersama ayang 😍
#藤吉夏鈴 
#そこ曲がったら櫻坂 https://t.co/JCcMQpYBzK",malam senin indah bersama ayang,"['malam', 'senin', 'indah', 'sayang']"
2022-06-19 15:50:47+00:00,friudey,"@Chxaeryeong Selamat malam luna, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam luna ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'luna', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:50:43+00:00,caberawitvachi,"@Pawfecs ☝🏻Janji gak akan marah lagi sama orang yang suka doain aku : 

“semoga harimu senin terus”  ☺️☺️☺️ https://t.co/EFkZOMLsTq",janji gak akan marah lagi sama orang yang suka doain aku semoga harimu senin terus,"['janji', 'marah', 'orang', 'suka', 'doain', 'moga', 'hari', 'senin']"
2022-06-19 15:50:42+00:00,adhie_hazard,"@nastsynt Udah, istirahat dulu ... besuk hari senin",udah istirahat dulu besuk hari senin,"['istirahat', 'besuk', 'senin']"
2022-06-19 15:50:41+00:00,jaxonaut,@credibilitis oh iya bsk senin ☹️,oh iya bsk senin,"['oh', 'iya', 'besok', 'senin']"
2022-06-19 15:50:40+00:00,bourbounaddict,besok senin ya? hmmm,besok senin ya hmmm,"['besok', 'senin', 'iya', 'hmmm']"
2022-06-19 15:50:39+00:00,pipitET,"@eparahma Lengkap sudah penderitaan, welcome senin kelabu ~",lengkap sudah penderitaan welcome senin kelabu,"['lengkap', 'derita', 'welcome', 'senin', 'kelabu']"
2022-06-19 15:50:35+00:00,friudey,"@twertampan Selamat malam kak vantay, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam kak vantay ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'kak', 'vantay', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:50:34+00:00,loafjungwon,fix hari senin jay bias gue https://t.co/d2w5lnsXkK,fix hari senin jay bias gue,"['fix', 'senin', 'jay', 'bias']"
2022-06-19 15:50:28+00:00,FaleeyEva,"•DAMAR: Jumat.26.Oktober.2012 (Scorpio)
•JIMIN : jumat.13.Oktober.1995 (Libra)
•NAAZIRA: Senin.8.Oktober.2018 (Libra)
.
.
Para kesayangan yg lahirnya di bulan yang sama...Bisa samaan ya Idol sm anak2ku 🤭🤭🤭 @BTS_twt @bts_bighit #JIMIN #HappyOctober https://t.co/xHKBI9a7Ma",damar jumatoktober scorpiojimin jumatoktober libranaazira seninoktober librapara kesayangan yg lahirnya di bulan yang samabisa samaan ya idol sm anakku twt bighit,"['damar', 'jumatoktober', 'scorpiojimin', 'jumatoktober', 'libranaazira', 'seninoktober', 'librapara', 'sayang', 'lahir', 'samabisa', 'sama', 'iya', 'idol', 'anak', 'twt', 'bighit']"
2022-06-19 15:50:25+00:00,pobbay,besok kok senin sih anjing,besok kok senin sih anjing,"['besok', 'senin', 'sih', 'anjing']"
2022-06-19 15:50:21+00:00,friudey,"@Rublyjane Selamat malam kak jeanor, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam kak jeanor ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'kak', 'jeanor', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:50:16+00:00,chacavez,alhamdulillah malam senin yg tenang tanpa diterror pertanyaan progress tugas dan dimintai filenya oleh teman,alhamdulillah malam senin yg tenang tanpa diterror pertanyaan progress tugas dan dimintai filenya oleh teman,"['alhamdulillah', 'malam', 'senin', 'tenang', 'diterror', 'progress', 'tugas', 'filenya', 'teman']"
2022-06-19 15:50:16+00:00,unhappy2ndchild,"@convomfs Lumayan kak, ngga tau besok, mungkin senin",lumayan kak ngga tau besok mungkin senin,"['lumayan', 'kak', 'besok', 'senin']"
2022-06-19 15:50:10+00:00,friudey,"@snriao Selamat malam kak lova, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam kak lova ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'kak', 'lova', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:50:10+00:00,grtscp,GAMAU HARI SENIN!,gamau hari senin,"['gamau', 'senin']"
2022-06-19 15:50:08+00:00,ciigs,@Cokelaet eh iya mirip,eh iya mirip,"['eh', 'iya']"
2022-06-19 15:50:07+00:00,uvcul,"@ngebuk haii ka aden!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii ka adenjangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'kakak', 'adenjangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:50:06+00:00,vashappeninzxx,senin lg senin lg https://t.co/j2YlYL6rlM,senin lg senin lg,"['senin', 'senin']"
2022-06-19 15:50:02+00:00,DinaTjindar,Ya allah besok udah senin lagi🥹,ya allah besok udah senin lagi,"['iya', 'allah', 'besok', 'senin']"
2022-06-19 15:50:02+00:00,catyapratiwi,"Yukk dijual 2 tiket prambanan jazz day 3 hanoman pass, harga nego tipis lah dah mepet!!

Karena day 3 hari minggu, gabisa ambil cuti pas senin 🥲🥲
Daaan juga lebih memilih nonton kahitna exclusive 😂 

Wts wtb #wts #wtb https://t.co/k1BiUWfVn5",yukk dijual tiket prambanan jazz day hanoman pass harga nego tipis lah dah mepetkarena day hari minggu gabisa ambil cuti pas senin daaan juga lebih memilih nonton kahitna exclusive wts wtb,"['yukk', 'jual', 'tiket', 'prambanan', 'jazz', 'day', 'hanoman', 'pass', 'harga', 'nego', 'tipis', 'deh', 'mepetkarena', 'day', 'minggu', 'gabisa', 'ambil', 'cuti', 'pas', 'senin', 'daaan', 'pilih', 'nonton', 'kahitna', 'exclusive', 'wts', 'wtb']"
2022-06-19 15:50:01+00:00,02zdiaries,"@marsourus malesss bgtttt huhuhu udh senin lagi, aku udah jugaaa",malesss bgtttt huhuhu udh senin lagi aku udah jugaaa,"['malesss', 'bgtttt', 'huhuhu', 'senin', 'jugaaa']"
2022-06-19 15:49:58+00:00,uvcul,"@cjsomi haii cimo!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii cimojangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'cimojangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:49:57+00:00,sugarhoneyxtea,@whopsiiieee Vibesnya udah senin banget nih,vibesnya udah senin banget nih,"['vibesnya', 'senin', 'banget']"
2022-06-19 15:49:53+00:00,gerjimmys,"@coumre bsok senin, kimia mat fisika",bsok senin kimia mat fisika,"['bsok', 'senin', 'kimia', 'mat', 'fisika']"
2022-06-19 15:49:47+00:00,flasvh,@notgudboi Senin yah wkwk,senin yah wkwk,"['senin', 'yah', 'wkwk']"
2022-06-19 15:49:38+00:00,astronovmy,"BESOK SENIN ❎
BESOK SMCU EPS 2 ✅",besok senin besok smcu eps,"['besok', 'senin', 'besok', 'smcu', 'eps']"
2022-06-19 15:49:36+00:00,uvcul,"@berzlian haii ka reyes!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii ka reyesjangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'kakak', 'reyesjangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:49:31+00:00,kyudoyie,yakan uncuk selalu update pas malem senin😎 @_dinisetya https://t.co/KqgMxg5qDi,yakan uncuk selalu update pas malem senin dinisetya,"['yakan', 'uncuk', 'update', 'pas', 'malam', 'senin', 'dinisetya']"
2022-06-19 15:49:31+00:00,faizrealaccount,Untuk BESOK SENIN 😎😊 https://t.co/QHfREz3o7n,untuk besok senin,"['besok', 'senin']"
2022-06-19 15:49:31+00:00,sweetieurigyu,"@ciseukimbap iyaa kak nonton pas luang ajaa isokee, istirahat duluu buat memulai hari senin esok hehe🫶",iyaa kak nonton pas luang ajaa isokee istirahat duluu buat memulai hari senin esok hehe,"['iyaa', 'kak', 'nonton', 'pas', 'luang', 'ajaa', 'isokee', 'istirahat', 'duluu', 'senin', 'esok', 'he']"
2022-06-19 15:49:30+00:00,NisaaaaLR,Jangan lupa besok senin guys 💪,jangan lupa besok senin guys,"['lupa', 'besok', 'senin', 'teman']"
2022-06-19 15:49:29+00:00,mllkchoco,Ya Tuhan besok udah senin lagi.,ya tuhan besok udah senin lagi,"['iya', 'tuhan', 'besok', 'senin']"
2022-06-19 15:49:27+00:00,aiteriand,"Sam !

Besok senin jangan lupa semangat jangan mudah sambat, bersyukurlah !",sam besok senin jangan lupa semangat jangan mudah sambat bersyukurlah,"['sam', 'besok', 'senin', 'lupa', 'semangat', 'mudah', 'sambat', 'syukur']"
2022-06-19 15:49:17+00:00,IEIP3,"@hrdbacot Aku senin lebih sering libur, weekend n tanggal merah aku malah sibuk banget di kantor. So I cant relate 🥲",aku senin lebih sering libur weekend n tanggal merah aku malah sibuk banget di kantor so i cant relate,"['senin', 'libur', 'weekend', 'tanggal', 'merah', 'sibuk', 'banget', 'kantor', 'so', 'i', 'cant', 'relate']"
2022-06-19 15:49:17+00:00,pasrawh,@gehmbil sekarang malem Senin,sekarang malem senin,"['malam', 'senin']"
2022-06-19 15:49:16+00:00,nthessel,"@semogawangi Gimana ceritanya setiap hari tutup, senin libur satwa..😭",gimana ceritanya setiap hari tutup senin libur satwa,"['cerita', 'tutup', 'senin', 'libur', 'satwa']"
2022-06-19 15:49:12+00:00,uvcul,"@dandeliojn haii ka re!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii ka rejangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'kakak', 'rejang', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:49:10+00:00,semogawangi,"@khaIayak @nthessel @alendrassa @adhyaviya @mehjro Taman Margasatwa Ragunan, setiap hari senin tutup libur satwa.",taman margasatwa ragunan setiap hari senin tutup libur satwa,"['taman', 'margasatwa', 'ragunan', 'senin', 'tutup', 'libur', 'satwa']"
2022-06-19 15:49:08+00:00,annisarash,tidur dik adik besok senin,tidur dik adik besok senin,"['tidur', 'dik', 'adik', 'besok', 'senin']"
2022-06-19 15:49:06+00:00,kulijavaaa,"@hrdbacot Menjelang hari senin ngerjain kerjaan yg waktu hari jumat bilangnya ah sabtu aja, pas sabtu bilangnya ah minggu aja dong https://t.co/M0eMr9uHfN",menjelang hari senin ngerjain kerjaan yg waktu hari jumat bilangnya ah sabtu aja pas sabtu bilangnya ah minggu aja dong,"['jelang', 'senin', 'ngerjain', 'kerja', 'jumat', 'bilang', 'ah', 'sabtu', 'pas', 'sabtu', 'bilang', 'ah', 'minggu']"
2022-06-19 15:49:05+00:00,wandernuts,Kenapa semangat w selalu muncul di malam senin sih😭 kemaren2 kmn aja hhhh,kenapa semangat w selalu muncul di malam senin sih kemaren kmn aja hhhh,"['semangat', 'w', 'muncul', 'malam', 'senin', 'sih', 'kemarin', 'kmn', 'hhhh']"
2022-06-19 15:49:01+00:00,sesokpreiii_,@infomalang Ingat besok senin kawan,ingat besok senin kawan,"['besok', 'senin', 'kawan']"
2022-06-19 15:48:59+00:00,uvcul,"@rubyjawe haii ka cisel!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii ka ciseljangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'kakak', 'ciseljangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:48:58+00:00,adampf12,Besok senin dan besok kerja.... *semakinlelah,besok senin dan besok kerja semakinlelah,"['besok', 'senin', 'besok', 'kerja', 'semakinlelah']"
2022-06-19 15:48:55+00:00,AdeYeah_,"tidak sabar menunggu senin, senin hari baik 🙏",tidak sabar menunggu senin senin hari baik,"['sabar', 'tunggu', 'senin', 'senin']"
2022-06-19 15:48:54+00:00,kvinang,@brominations Hari senin kayaknya kak,hari senin kayaknya kak,"['senin', 'kayak', 'kak']"
2022-06-19 15:48:51+00:00,uvcul,"@Rovller haii renzo!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii renzojangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'renzojangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:48:50+00:00,maeluvou,"Njir dahh libur engga berasa libur🥲
Besok udah senin huaaa",njir dahh libur engga berasa liburbesok udah senin huaaa,"['njir', 'dahh', 'libur', 'engga', 'asa', 'liburbesok', 'senin', 'huaaa']"
2022-06-19 15:48:49+00:00,ditawnta,"Deby : dit poppo
Dita : eummuachh *kecup pipinya
           dah dicium ayo bobo besok 
           senin, jangan begadangan https://t.co/KRAUgXqA4E",deby dit poppodita eummuachh kecup pipinya dah dicium ayo bobo besok senin jangan begadangan,"['deby', 'dit', 'poppodita', 'eummuachh', 'kecup', 'pipi', 'deh', 'cium', 'ayo', 'bobo', 'besok', 'senin', 'begadang']"
2022-06-19 15:48:47+00:00,rickydotalfan,Jgn lupa besok dah senin!,jgn lupa besok dah senin,"['lupa', 'besok', 'deh', 'senin']"
2022-06-19 15:48:44+00:00,friudey,"@skupport Selamat malam kak malvin, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam kak malvin ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'kak', 'malvin', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:48:38+00:00,sebelahpakai,"Iya, besok hari Senin.",iya besok hari senin,"['iya', 'besok', 'senin']"
2022-06-19 15:48:36+00:00,urprdboy,cepet banget besok senin https://t.co/YA3qvyRe0d,cepet banget besok senin,"['cepat', 'banget', 'besok', 'senin']"
2022-06-19 15:48:33+00:00,ciigs,@crrunnchy udah di compress?,udah di compress,['compress']
2022-06-19 15:48:30+00:00,chanbaekberries,@weirdaone Besok senin smoga ada yg manis2 dri chanbaeknya langsung ya 😔😔😔,besok senin smoga ada yg manis dri chanbaeknya langsung ya,"['besok', 'senin', 'smoga', 'manis', 'chanbaeknya', 'langsung', 'iya']"
2022-06-19 15:48:30+00:00,friudey,"@etercnaI Selamat malam kak alu, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam kak alu ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'kak', 'alu', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:48:29+00:00,haecinth,"@reverietoil tapi beneran ini semoga kuliah lo lancar yaa kak, dan semoga besok seninnya jadi senin baik buat lo hihi, SEMANGAATT CUYYYY 😼🫰",tapi beneran ini semoga kuliah lo lancar yaa kak dan semoga besok seninnya jadi senin baik buat lo hihi semangaatt cuyyyy,"['beneran', 'moga', 'kuliah', 'lancar', 'yaa', 'kak', 'moga', 'besok', 'senin', 'senin', 'hihi', 'semangaatt', 'cuyyyy']"
2022-06-19 15:48:28+00:00,Fxrfxn26,"@westenthu OK 
SENIN SELASA SAMA SONGKANG 
RABU KAMIS SAMA LOUIS
JUMAT SABTU MINGGU SENIN SELASA RABU KAMIS MALAM SAMA JAEHYUN

GUA NGELUNJAK, MAU APA LO",ok senin selasa sama songkang rabu kamis sama louisjumat sabtu minggu senin selasa rabu kamis malam sama jaehyungua ngelunjak mau apa lo,"['ok', 'senin', 'selasa', 'songkang', 'rabu', 'kamis', 'louisjumat', 'sabtu', 'minggu', 'senin', 'selasa', 'rabu', 'kamis', 'malam', 'jaehyungua', 'ngelunjak']"
2022-06-19 15:48:19+00:00,friudey,"@rubeyjan Selamat malam kak jency, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam kak jency ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'kak', 'jency', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:48:18+00:00,Gitgutgotta,Astaghfirullah besok senin lagi senin lagi,astaghfirullah besok senin lagi senin lagi,"['astaghfirullah', 'besok', 'senin', 'senin']"
2022-06-19 15:48:17+00:00,uvcul,"@koprll haii ka oska!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii ka oskajangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'kakak', 'oskajangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:48:17+00:00,scrollshit,"Sana tidur, besok senin",sana tidur besok senin,"['tidur', 'besok', 'senin']"
2022-06-19 15:48:15+00:00,zzoenaa,tdr bsk senin. ok tengs,tdr bsk senin ok tengs,"['tdr', 'besok', 'senin', 'ok', 'tengs']"
2022-06-19 15:48:12+00:00,awiekwok,@Ruhgethana Spi soalnya besok senin,spi soalnya besok senin,"['spi', 'besok', 'senin']"
2022-06-19 15:48:11+00:00,uvcul,"@strueam haii ka degaf!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii ka degafjangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'kakak', 'degafjangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:48:07+00:00,friudey,"@ourjeu Selamat malam kak owlaf, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam kak owlaf ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'kak', 'owlaf', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:48:06+00:00,Rreganadinata,@thisismekayy besok senin tidur gih,besok senin tidur gih,"['besok', 'senin', 'tidur', 'gih']"
2022-06-19 15:48:03+00:00,uvcul,"@vwinteu haii ka xeqis!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii ka xeqisjangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'kakak', 'xeqisjangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:48:02+00:00,mnjongie,Mau mangkal. Tapi aku ngantuk dan besok senin jadi bye bye semuanya,mau mangkal tapi aku ngantuk dan besok senin jadi bye bye semuanya,"['mangkal', 'ngantuk', 'besok', 'senin', 'bye', 'bye']"
2022-06-19 15:47:57+00:00,riissaaaa_,Bismillah besok senin,bismillah besok senin,"['bismillah', 'besok', 'senin']"
2022-06-19 15:47:56+00:00,itsxmenxx,Besok senin ga berasa,besok senin ga berasa,"['besok', 'senin', 'ga', 'asa']"
2022-06-19 15:47:54+00:00,ciigs,@capbrut met tidur yhh,met tidur yhh,"['met', 'tidur', 'yhh']"
2022-06-19 15:47:53+00:00,friudey,"@googoie Selamat malam quinnzhie, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam quinnzhie ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'quinnzhie', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:47:49+00:00,uvcul,"@npdeuk haii ka becca!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii ka beccajangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'kakak', 'beccajangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:47:43+00:00,dimasprmdt,@rmurmurm besok senin nda dulu 😅,besok senin nda dulu,"['besok', 'senin']"
2022-06-19 15:47:40+00:00,uvcul,"@kvriiena haii sasya!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii sasyajangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'sasyajangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:47:39+00:00,poopsiediaries,Males bgt astaga bsk udh senin lagi 🥺😭😭😭😭😭😭,males bgt astaga bsk udh senin lagi,"['males', 'banget', 'astaga', 'besok', 'senin']"
2022-06-19 15:47:36+00:00,friudey,"@winwteo Selamat malam lakuna, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam lakuna ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'lakuna', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:47:35+00:00,ggukiejywoni,dia pulangnya awal bgt senin minggu ini 😭😭😭😭😭🥺 https://t.co/rNCYAhQNhs,dia pulangnya awal bgt senin minggu ini,"['pulang', 'banget', 'senin', 'minggu']"
2022-06-19 15:47:35+00:00,noworhaenaforyu,Besok senin guys fyi,besok senin guys fyi,"['besok', 'senin', 'teman', 'bagai informasi']"
2022-06-19 15:47:35+00:00,kentomiyauraaa,@mancingkuy @iceekiimm selamat malam senin https://t.co/Q9AwZqDj9T,selamat malam senin,"['selamat', 'malam', 'senin']"
2022-06-19 15:47:27+00:00,uvcul,"@dnscaurs haii ka albay!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii ka albayjangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'kakak', 'albayjangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:47:23+00:00,friudey,"@tbaeyong Selamat malam kak sanca, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam kak sanca ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'kak', 'sanca', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
2022-06-19 15:47:23+00:00,belqoth,Gaberasa besok udah senin,gaberasa besok udah senin,"['gaberasa', 'besok', 'senin']"
2022-06-19 15:47:22+00:00,khaIayak,"@semogawangi @nthessel @alendrassa @adhyaviya @mehjro Taman Margasatwa Ragunan, setiap hari tutup, senin libur satwa.",taman margasatwa ragunan setiap hari tutup senin libur satwa,"['taman', 'margasatwa', 'ragunan', 'tutup', 'senin', 'libur', 'satwa']"
2022-06-19 15:47:19+00:00,uvcul,"@mxnteri haii yujin!
jangan tidur larut malam ya, besok hari senin loh harus istirahat sekarang okay!!
selamat tidur dan semoga tidurnya nyenyak.
https://t.co/Ka2kafz3Kc",haii yujinjangan tidur larut malam ya besok hari senin loh harus istirahat sekarang okayselamat tidur dan semoga tidurnya nyenyak,"['hai', 'yujinjangan', 'tidur', 'larut', 'malam', 'iya', 'besok', 'senin', 'loh', 'istirahat', 'okayselamat', 'tidur', 'moga', 'tidur', 'nyenyak']"
2022-06-19 15:47:18+00:00,Itsjae14,senin gue besok jadi semangat ini mah,senin gue besok jadi semangat ini mah,"['senin', 'besok', 'semangat', 'mah']"
2022-06-19 15:47:17+00:00,fahrihassi,kenapa biweekly w/ bod harus tiap senin? https://t.co/d23QER1R9O,kenapa biweekly w bod harus tiap senin,"['biweekly', 'w', 'bod', 'senin']"
2022-06-19 15:47:11+00:00,friudey,"@LEEpJJENO Selamat malam kak jev, ingat besok adalah hari senin! Lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat ! 🤘🏻😙 https://t.co/TzhMl6J1Jo",selamat malam kak jev ingat besok adalah hari senin lebih baik istirahat yang cukup karena besok bisa jadi hari yang berat,"['selamat', 'malam', 'kak', 'jev', 'besok', 'senin', 'istirahat', 'besok', 'berat']"
